Dish ID,Dish Name,Category,Current Image,Current Status,Best Candidate,Score,Confidence,Historical,Conflict
6a845a7a2876405dd5375d58,"Pizza Margherita","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060778/bizzart/menu/D2ACAC2E-1EDE-404C-8597-0006112AC6C2_beeo60.png",OK,"https://res.cloudinary.com/gmpztbom/image/upload/v1787060767/bizzart/menu/r07qxo_-_R_Download_9_bp8oao.jpg",30,CONFIRMED_HISTORICAL,CONFIRMED_HISTORICAL,NO
6a845a7a2876405dd5375d5b,"Pizza Thon","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060785/bizzart/menu/F04A3E91-B691-4A8E-8F76-665B275F1812_wdtkew.png",CONFLICT,"C:\Users\boukh\OneDrive\Bureau\restaurant\bizzart-restaurant\frontend\public\images\gallery\pizza-thon-grosplan.jpg",41.5,LOW_CONFIDENCE,NONE,YES
6a845a7a2876405dd5375d5e,"Pizza 4 Fromages sauce tomate","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060756/bizzart/menu/r07qxo_-_R_Download_13_djmfzt.jpg",CONFLICT,"https://res.cloudinary.com/demo/pizza-4-fromages.jpg",40,LOW_CONFIDENCE,NONE,YES
6a845a7a2876405dd5375d61,"Pizza 4 Fromages sauce blanche","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060763/bizzart/menu/r07qxo_-_R_Download_7_usi3f8.jpg",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141340/bizzart/menu/categories/les-pizzas.png",41,LOW_CONFIDENCE,NONE,YES
6a845a7a2876405dd5375d64,"Reine","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060810/bizzart/menu/IMG_9701_qyr2m3.jpg",OK,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141340/bizzart/menu/categories/les-pizzas.png",33.5,NO_MATCH,NONE,NO
6a845a7a2876405dd5375d67,"Piquante","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060804/bizzart/menu/IMG_0237_nkagke.jpg",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141340/bizzart/menu/categories/les-pizzas.png",33.5,NO_MATCH,NONE,YES
6a845a7a2876405dd5375d6a,"Chicken","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060791/bizzart/menu/FB_IMG_1786831387595_vrtvut.jpg",CONFLICT,"C:\Users\boukh\OneDrive\Bureau\restaurant\bizzart-restaurant\frontend\public\images\gallery\poulet-grille-herbes.jpg",35.3,NO_MATCH,NONE,YES
6a845a7a2876405dd5375d6d,"Napolitaine","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060789/bizzart/menu/FB_IMG_1786831383530_jofqku.jpg",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141340/bizzart/menu/categories/les-pizzas.png",33.5,NO_MATCH,NONE,YES
6a845a7a2876405dd5375d70,"Pepperoni","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060804/bizzart/menu/IMG_0237_nkagke.jpg",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141340/bizzart/menu/categories/les-pizzas.png",33.5,NO_MATCH,NONE,YES
6a845a7a2876405dd5375d73,"4 Saisons","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060788/bizzart/menu/FB_IMG_1786831381120_cigb5d.jpg",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141340/bizzart/menu/categories/les-pizzas.png",33.5,NO_MATCH,NONE,YES
